['Post'],['Perfil'],['Tipo'],['Assunto'],['Positvo']
"['governo', 'federal', 'propôs', 'governadores', 'Cerrado', 'pacto', 'alto', 'nível', 'combater', 'desmatamento', 'bioma', '.', 'reunião', 'quarta-feira', '(', '27/3', ')', 'Palácio', 'Planalto', 'comandada', 'ministro', 'Rui', 'Costa', '(', '@', 'casacivilbr', ')', 'ministra', 'Marina', 'Silva', '.', 'plano', 'ação', 'inclui', 'definição', 'lista', 'municípios', 'prioritários', 'ações', 'controle', 'fiscalização', '.', 'Estima-se', '52', '1.427', 'municípios', '(', '3', '6', '%', ')', 'concentrem', 'metade', 'desmatamento', 'Cerrado', '2023/24', '.', 'Diferentemente', 'Amazônia', 'onde', 'Código', 'Florestal', 'protege', '80', '%', 'área', 'cobertura', 'vegetal', 'nativa', 'propriedades', 'privadas', 'Cerrado', 'proteção', '20', '%', '.', 'Cerrado', 'dentro', 'Amazônia', 'Legal', '35', '%', '.', '“', 'Amazônia', 'governo', 'federal', 'poder', 'ação', 'maior', '.', 'Cerrado', 'Estados', 'têm', 'maior', 'poder', 'ação', '.', 'não', 'impede', 'ação', 'conjunta', '”', 'afirmou', 'Marina', 'entrevista', 'coletiva', '.', 'desmate', 'ocorre', 'principalmente', 'Estados', 'Maranhão', 'Tocantins', 'Piauí', 'Bahia', 'área', 'conhecida', 'Matopiba', '.', 'média', 'estima-se', 'aproximadamente', '47', '%', 'desmatamento', 'região', 'têm', 'autorização', 'Estados', '.', 'Cerca', '65', '%', 'desmatamento', 'ocorrido', '2019', '2023', 'Bahia', 'autorizado', '.', 'Tocantins', 'taxa', '64', '%', '.', 'Maranhão', 'Piauí', 'percentuais', '34', '%', '20', '%', 'respectivamente', '.', 'Quase', '95', '%', 'desmatamento', 'recente', 'Estados', 'Matopiba', 'ocorre', 'imóveis', 'Cadastro', 'Ambiental', 'Rural', '(', 'CAR', ')', '.', 'entanto', 'Bahia', 'Piauí', 'não', 'registraram', 'validação', 'CAR', 'sistema', 'federal', 'Tocantins', 'registrou', 'apenas', '0', '53', '%', 'CAR', 'analisado', '.', 'Maranhão', 'informou', 'análise', '32', '5', '%', 'cadastros', '1', '1', '%', 'validado', '.', 'Acompanharam', 'reunião', 'ministras', 'Luciana', 'Santos', '(', '@', 'mcti', ')', 'Simone', 'Tebet', '(', '@', 'planejamentoeorcamento', ')', 'ministro', 'Carlos', 'Fávaro', '(', '@', 'mapa_brasil', ')', '.', 'governadores', 'MT', 'MS', 'GO', 'MG', 'TO', 'MA', 'vice-governadora', 'DF', 'secretário', 'Meio', 'Ambiente', 'BA', 'participaram', 'encontro', '.', 'Leia', 'gov.br/mma']",['mmeioambiente'],['politica'],['desmatamento'],['sim']
"['``', 'presidente', 'Macron', 'pôde', 'constatar', 'pessoalmente', 'compromisso', 'meio', 'ambiente', 'não', 'retórico', '.', 'último', 'ano', 'reduzimos', 'desmatamento', 'ilegal', 'Amazônia', '50', '%', 'compromisso', 'zerá-lo', '2030', ""''"", 'discursou', 'presidente', 'Lula', 'ato', 'presidente', 'França', 'Emmanuel', 'Macron', '.']",['mmeioambiente'],['politica'],['desmatamento'],['sim']
"['5', '4', 'bilhões', 'bioeconomia', 'Amazônia', '.', 'presidentes', 'Brasil', 'Luiz', 'Inácio', 'Lula', 'Silva', 'França', 'Emmanuel', 'Macron', 'anunciaram', 'nesta', 'terça-feira', '(', '26/3', ')', 'programa', 'investimentos', '1', 'bilhão', 'euros', '(', 'cerca', 'R', '$', '5', '4', 'bilhões', ')', 'bioeconomia', 'Amazônia', 'brasileira', 'Guiana', 'Francesa', '.', 'encontro', 'cidade', 'Belém', '(', 'PA', ')', 'presidentes', 'lançaram', 'declarações', 'sobre', 'combate', 'mudança', 'clima', 'proteção', 'florestas', '.', 'Lula', 'Macron', 'assinaram', 'dois', 'documentos', 'relacionados', 'área', 'ambiental', ':', '``', 'Plano', 'ação', 'sobre', 'bioeconomia', 'proteção', 'florestas', 'tropicais', ""''"", '``', 'Chamado', 'Brasil-França', 'ambição', 'climática', 'Paris', 'Belém', 'além', ""''"", '.', 'declarações', 'disponíveis', 'aqui', '.', 'Previsto', 'plano', 'ação', 'programa', 'investimentos', 'objetivo', 'arrecadar', '1', 'bilhão', 'euros', 'recursos', 'públicos', 'privados', 'bioeconomia', 'região', 'próximos', 'quatro', 'anos', '.', 'iniciativa', 'incluirá', 'parceria', 'técnica', 'financeira', 'bancos', 'públicos', 'brasileiros', 'BNDES', 'Banco', 'Desenvolvimento', 'Amazônia', 'Agência', 'Francesa', 'Desenvolvimento', '.', 'ministra', 'Marina', 'Silva', 'acompanhou', 'comitiva', 'Pará', '.', 'Veja', 'gov.br/mma', '(', 'link', 'stories', ')', 'Audiovisual/PR']",['mmeioambiente'],['politica'],['financeiro'],['sim']
"['``', 'compromisso', '2030', 'chegar', 'desmatamento', 'zero', 'Amazônia', '.', 'Não', 'ninguém', 'pediu', 'nenhuma', 'convenção', '.', 'decidimos', 'vamos', 'levar', 'luta', 'contra', 'desmatamento', 'profissão', 'fé', '.', ""''"", '-', 'Presidente', 'Lula', 'Ricardo', 'Stuckert']",['mmeioambiente'],['politica'],['desmatamento'],['sim']
"['dezembro', '2023', 'novembro', '2024', 'Brasil', 'preside', 'Grupo', 'Vinte', '(', '@', 'g20org', ')', 'reúne', 'maiores', 'economias', 'planeta', 'principal', 'fórum', 'discussão', 'econômica', 'internacional', '.', 'G20', 'duas', 'frentes', 'trabalho', ':', 'primeira', 'discute', 'assuntos', 'econômicos', 'estratégicos', 'liderança', 'ministros', 'Finanças', 'presidentes', 'Bancos', 'Centrais', 'países-membros', '.', 'segunda', 'frente', 'discute', 'temas', 'diversos', 'agricultura', 'comércio', 'cultura', 'desenvolvimento', 'mudança', 'clima', 'saúde', 'meio', 'ambiente', '.', '15', 'grupos', 'trabalho', '(', 'GT', ')', 'duas', 'forças-tarefa', 'iniciativa', '.', 'MMA', 'co-coordena', '3', 'destes', 'grupos', ':', 'Iniciativa', 'Bioeconomia', 'Força-Tarefa', 'Mobilização', 'Global', 'contra', 'Mudança', 'Clima', 'GT', 'Sustentabilidade', 'Ambiental', 'Climática', '.', 'reuniões', 'longo', '2024', 'vão', 'subsidiar', 'debates', 'Cúpula', 'G20', 'reúne', '18', '19', 'novembro', '2024', 'Rio', 'Janeiro', '.', 'informações', 'gov.br/mma/g20', '.']",['mmeioambiente'],['politica'],['outros'],['sim']
"['Brasil', ',', 'Azerbaijão', 'Emirados', 'Árabes', 'Unidos', 'apresentaram', 'semana', 'passada', 'planos', 'objetivos', 'troika', 'implementar', 'Missão', '1,5ºC', 'aumentar', 'cooperação', 'presidências', 'conferências', 'clima', 'ONU', '.', 'compromisso', 'reafirmado', 'durante', 'reunião', 'Copenhague', ',', 'Dinamarca', ',', 'iniciou', 'processo', 'diálogo', 'COP29', '.', 'cúpula', 'clima', 'deste', 'ano', 'realizada', 'capital', 'Azerbaijão', ',', 'Baku', ',', 'novembro', ';', 'Emirados', 'Árabes', 'Unidos', 'realizaram', 'COP28', ',', 'Dubai', ',', 'fim', 'ano', 'passado', ';', 'Brasil', 'sediará', 'COP30', ',', '2025', ',', 'cidade', 'Belém', '(', 'PA', ')', '.', 'três', 'países', 'divulgaram', 'carta', 'durante', 'Conferência', 'Ministerial', 'sobre', 'Clima', 'Copenhague', ',', 'quinta', 'sexta-feira', '(', '21', '22/3', ')', ',', 'reuniu', 'cerca', '40', 'ministros', 'negociadores', 'climáticos', 'debater', 'implementação', 'resultados', 'COP28', 'iniciar', 'diálogo', 'COP29', '.', 'Brasil', 'representado', 'secretária', 'nacional', 'Mudança', 'Clima', 'MMA', ',', 'Ana', 'Toni', ',', 'embaixador', 'André', 'Corrêa', 'Lago', ',', 'secretário', 'Clima', ',', 'Energia', 'Meio', 'Ambiente', '@', 'Itamaratygovbr', '.', 'Segundo', 'carta', ',', 'objetivos', 'troika', 'incluirão', 'implementação', 'Consenso', 'Dubai', ',', 'acordo', 'histórico', 'COP28', '.', 'grupo', 'trabalhará', 'garantir', 'novas', 'metas', 'climáticas', ',', 'devem', 'apresentadas', '2025', ',', 'alinhadas', 'objetivo', 'manter', 'aquecimento', 'global', '1,5ºC', '2100', '.', 'parceria', 'buscará', 'incentivar', 'ambição', 'não', 'apenas', 'metas', 'climáticas', ',', 'planos', 'meios', 'implementação', ',', 'permitindo', 'compromissos', 'robustos', 'contribuam', 'desenvolvimento', 'sustentável', '.', 'Defende', 'ainda', 'países', 'desenvolvidos', 'reforcem', 'financiamento', 'climático', 'transição', 'nações', 'desenvolvimento', '.', 'criação', 'troika', 'inovação', 'prevista', 'Balanço', 'Global', ',', 'inventário', 'avanços', 'lacunas', 'desde', 'aprovação', 'Acordo', 'Paris', ',', '2015', ',', 'caminhos', 'conter', 'aquecimento', 'planeta', '.', 'Brasil', ',', 'Azerbaijão', 'Emirados', 'Árabes', 'Unidos', 'atuarão', 'ainda', 'fóruns', 'internacionais', 'G20', ',', 'sob', 'presidência', 'brasileira', 'neste', 'ano', ',', 'canalizar', 'conhecimentos', 'recursos', 'facilitem', 'implementação', 'Missão', '1,5ºC', '.']",['mmeioambiente'],['politica'],['clima'],['sim']
"['Dia', 'Mundial', 'Água', ':', 'conheça', 'Aquífero', 'Guarani', ',', 'maiores', 'mundo', 'presente', '8', 'estados', 'brasileiros', '.', '1,2', 'milhão', 'km²', 'Brasil', ',', 'Uruguai', ',', 'Argentina', 'Paraguai', ',', 'aquífero', 'alcança', 'profundidade', '1,5', 'quilômetro', ',', 'confinado', 'solos', 'impermeáveis', 'grande', 'parte', 'distribuição', '.', '4', 'países', 'cooperam', 'boa', 'gestão', 'recursos', 'uso', 'equitativo', 'água', 'Guarani', ',', 'garantindo', 'disponibilidade', 'próximas', 'gerações', '.']",['mmeioambiente'],['informativo'],['fluvial'],['sim']
"['Reflorestamento', 'Caatinga', 'Projeto', 'GEF', 'Terrestre', 'apoia', 'iniciativas', 'recuperação', 'biodiverso', 'biomas', 'clima', 'semiárido', 'mundo', '.', 'ações', 'reflorestamento', 'executadas', 'Caatinga', 'ajudam', 'fortalecer', 'redes', 'locais', 'restauração', 'forte', 'participação', 'social', 'protagonismo', 'feminino', '.', 'Além', 'recuperar', '800', 'hectares', 'bioma', 'exclusivamente', 'brasileiro', 'beneficiar', 'espécies', 'ararinha-azul', ',', 'resultados', 'vão', 'ajudar', 'definir', 'áreas', 'prioritárias', 'ações', 'futuras', 'criar', 'protocolos', 'monitoramento', 'poderão', 'auxiliar', 'produtores', 'rurais', 'regularização', 'ambiental', 'propriedades', '.', 'ações', ',', 'projetos', 'apoiados', 'contribuem', 'política', 'recuperação', 'vegetação', 'nativa', 'dão', 'subsídios', 'revisão', 'principal', 'instrumento', ',', 'Plano', 'Nacional', 'Recuperação', 'Vegetação', 'Nativa', '(', 'PLANAVEG', ')', ',', 'coordenado', 'MMA', '.', 'revisão', 'PLANAVEG', 'ampla', 'mobilização', 'social', 'Comissão', 'Nacional', 'Recuperação', 'Vegetação', 'Nativa', '(', 'CONAVEG', ')', ',', 'presidida', 'MMA', 'participação', 'diversos', 'ministérios', '.', '60', 'atores', 'governamentais', 'não-governamentais', 'contribuem', 'três', 'eixos', 'prioritários', ':', 'economia', 'recuperação', 'vegetação', ';', 'inteligência', 'espacial', 'monitoramento', ';', 'arranjos', 'implementação', '.', 'resultado', 'desta', 'frente', 'ampla', 'construção', 'engajamento', 'lançado', 'consulta', 'pública', 'julho', 'deste', 'ano', '.', 'Projeto', 'GEF', 'Terrestre', ',', 'Estratégias', 'Conservação', ',', 'Restauração', 'Manejo', 'Biodiversidade', 'Caatinga', ',', 'Pampa', 'Pantanal', ',', 'projeto', 'governo', 'brasileiro', 'coordenado', 'Ministério', 'Meio', 'Ambiente', 'Mudança', 'Clima', '(', 'MMA', ')', ',', 'tendo', 'agência', 'implementadora', 'Banco', 'Interamericano', 'Desenvolvimento', '–', '@', 'el_bid', 'agência', 'executora', 'Fundo', 'Brasileiro', 'Biodiversidade', '–', '@', 'funbio_brasil', '.']",['mmeioambiente'],['campanha'],['biomas'],['sim']
"['presidente', 'Lula', 'assinou', ',', 'junto', 'Ministra', 'Marina', 'Silva', ',', 'Sonia', 'Guajajara', 'demais', 'ministros', ',', 'decretos', 'importantes', 'neste', 'Dia', 'Internacional', 'Florestas', '.', 'Dentre', 'atos', 'criação', 'duas', 'unidades', 'conservação', ',', 'Reserva', 'Extrativista', 'Filhos', 'Mangue', 'Reserva', 'Extrativista', 'Viriandeua', ',', 'ambas', 'Pará', ',', 'vão', 'beneficiar', 'cerca', '7', 'mil', 'famílias', 'marisqueiras', 'pescadoras', 'região', ',', 'além', 'retomada', 'Comissão', 'Gestão', 'Florestas', 'Públicas', '.', 'Siga', '@', 'presidenciadobrasil', 'Audiovisual/PR', '#', 'meioambiente', '#', 'florestaamazonica']",['mmeioambiente'],['politica'],['meio-ambiente'],['sim']
"['Duas', 'novas', 'UCs', 'Dia', 'Internacional', 'Florestas', '!', 'presidente', 'Lula', 'assinou', 'nesta', 'quinta-feira', '(', '21/3', ')', 'decretos', 'criação', 'duas', 'Unidades', 'Conservação', 'federais', 'Estado', 'Pará', ':', 'Resex', 'Filhos', 'Mangue', ',', '40.537', 'hectares', 'cerca', '4', 'mil', 'famílias', ',', 'localizada', 'municípios', 'Primavera', 'Quatipuru', ';', 'Resex', 'Viriandeua', ',', '34.191', 'ha', 'cerca', '3.100', 'famílias', ',', 'localizada', 'municípios', 'Salinópolis', 'João', 'Pirabas', '.', 'duas', 'reservas', 'região', 'Salgado', 'Paraense', ',', 'reúne', 'maiores', 'porções', 'protegidas', 'manguezais', 'país', 'dentro', 'maior', 'conservada', 'faixa', 'contínua', 'mangues', 'planeta', ',', 'costa', 'Estados', 'Amapá', ',', 'Pará', 'Maranhão', '.', 'área', 'prioritária', 'conservação', 'aves', 'migratórias', ',', 'baías', ',', 'rios', ',', 'estuários', 'grande', 'biodiversidade', ',', 'abriga', 'menos', '40', 'espécies', 'ameaçadas', 'extinção', '.', 'habitat', 'espécies', 'importantes', 'cultura', 'alimentação', 'local', ',', 'caranguejo-uçá', ',', 'mexilhão', ',', 'turu', ',', 'ostra', 'camarão', 'branco', '.', 'reservas', 'vão', 'permitir', 'manejo', 'base', 'comunitária', 'recursos', 'manguezais', ',', 'garantindo', 'cultura', 'segurança', 'alimentar', 'extrativistas', '.', 'criação', 'duas', 'Resex', 'Pará', ',', 'juntamente', 'ampliação', 'Resex', 'Chocoaré-Mato', 'Grosso', ',', '2023', ',', 'integra', 'rede', 'proteção', 'manguezais', 'comunidades', 'tradicionais', 'costeiras', 'amazônica', '.', 'planos', 'manejo', 'conselhos', 'deliberativos', 'gestão', 'participativa', 'comunidades', 'ICMBio', ',', 'apoio', 'universidades', 'outras', 'instituições', '.', '2023', ',', 'governo', 'federal', 'havia', 'criado', '277', 'mil', 'hectares', 'UCs', '.', 'Parque', 'Nacional', 'Serra', 'Teixeira', '(', 'PB', ')', 'Floresta', 'Nacional', 'Parima', '(', 'RR', ')', 'têm', ',', 'respectivamente', ',', '61', 'mil', '109', 'mil', 'ha', '.', 'ampliadas', 'Estação', 'Ecológica', 'Maracá', '(', 'RR', ')', 'Parque', 'Nacional', 'Viruá', '(', 'RR', ')', ',', 'ganharam', 'respectivamente', '50,7', 'mil', '54', 'mil', 'ha', ',', 'Reserva', 'Extrativista', 'Chocoaré-Mato', 'Grosso', '(', 'PA', ')', ',', '1,8', 'mil', 'ha', '.', 'demarcados', 'ano', 'passado', '818', 'mil', 'ha', 'novas', 'Terras', 'Indígenas', ':', 'Arara', 'Rio', 'Amônia', '(', 'AC', ')', ',', 'Kariri-Xocó', '(', 'AL', ')', ',', 'Rio', 'Índios', '(', 'RS', ')', ',', 'Tremembé', 'Barra', 'Mundaú', '(', 'CE', ')', ',', 'Avá-Canoeiro', '(', 'GO', ')', ',', 'Uneiuxi', '(', 'AM', ')', ',', 'Acapuri', 'Cima', '(', 'AM', ')', 'Rio', 'Gregório', '(', 'AC', ')', '.', 'informações', 'gov.br/mma', 'Cláudio', 'Kabene/PR']",['mmeioambiente'],['politica'],['outros'],['sim']
"['21', 'março', ',', 'Dia', 'Internacional', 'Florestas', '.', 'retomada', 'política', 'ambiental', 'intensificação', 'ações', 'comando', 'controle', 'proteção', 'florestas', 'prioridades', 'governo', 'federal', '.', 'área', 'sob', 'alertas', 'desmatamento', 'Amazônia', 'caiu', '50', '%', '2023', 'relação', 'período', '2022', ',', 'segundo', 'dados', 'sistema', 'Deter', ',', 'Inpe', '.', 'redução', 'desmatamento', 'evitou', 'lançamento', 'atmosfera', 'cerca', '250', 'milhões', 'toneladas', 'gás', 'carbônico', 'equivalente', '.', 'Quase', 'metade', 'emissões', 'brasileiras', 'vem', 'destruição', 'vegetação', 'nativa', '.', 'Planos', 'Ação', 'Prevenção', 'Controle', 'Desmatamento', 'Amazônia', '(', 'PPCDAm', ')', 'Cerrado', '(', 'PPCerrado', ')', 'relançados', 'reforçam', 'compromisso', 'desmatamento', 'zero', 'todos', 'biomas', '2030', '.', 'retomada', 'resultado', 'fortalecimento', 'instituições', 'dedicação', 'servidoras', 'servidores', 'MMA', ',', 'Ibama', ',', 'ICMBio', ',', 'SFB', ',', 'JBRJ', 'diversos', 'órgãos', 'governo', 'federal', '.', '#', 'MMA', '#', 'meioambiente', '#', 'desmatamento', '#', 'amazonia']",['mmeioambiente'],['informativo'],['meio-ambiente'],['sim']
"['Brasil', 'enfrenta', 'eventos', 'climáticos', 'extremos', 'cada', 'vez', 'frequentes', '.', 'Plano', 'Clima', 'Adaptação', 'reúne', 'ministérios', 'órgãos', 'federais', 'desenvolver', 'políticas', 'públicas', 'objetivo', 'reduzir', 'riscos', 'climáticos', 'país', '.', 'Nesta', 'semana', 'realizada', 'Brasília', 'oficina', 'Federalismo', 'Climático', ',', 'reuniu', 'representantes', 'estados', 'municípios', 'debater', 'necessidades', 'locais', ',', 'identificar', 'prioridades', 'subsidiar', 'ação', 'governo', 'federal', ',', 'outros', 'objetivos', '.', 'informações', 'gov.br/mma', '.', '#', 'MMA', '#', 'meioambiente', '#', 'planoclima', '#', 'mudancadoclima', '#', 'sustentabilidade']",['mmeioambiente'],['informativo'],['clima'],['não']
"['Novo', 'Fundo', 'Clima', 'aprova', 'aplicação', 'R', '$', '10', 'bi', '.', 'primeira', 'reunião', 'Comitê', 'Gestor', 'Fundo', 'Clima', '2024', 'aprovou', 'plano', 'anual', 'aplicação', 'recursos', 'uso', 'reembolsável', 'R', '$', '10,4', 'bilhões', '.', 'recursos', 'financiarão', 'projetos', 'setor', 'público', ',', 'empresas', 'privadas', 'terceiro', 'setor', 'seis', 'áreas', 'prioritárias', ':', 'Desenvolvimento', 'Urbano', 'Resiliente', 'Sustentável', 'Indústria', 'Verde', 'Transição', 'Energética', 'Florestas', 'Nativas', 'Recursos', 'Hídricos', 'Serviços', 'Inovação', 'Verdes', 'Logística', 'Transporte', ',', 'Transporte', 'Coletivo', 'Mobilidade', 'Verde', 'Parte', 'recursos', 'captada', 'ano', 'passado', 'emissão', 'primeiros', 'títulos', 'soberanos', 'sustentáveis', ',', 'títulos', 'dívida', 'externa', 'critérios', 'sustentáveis', '.', '“', 'maior', 'volume', 'recursos', 'aplicados', 'Fundo', 'Clima', '.', 'aumentando', 'duas', 'dezenas', 'vezes', 'volume', 'hoje', 'aplicado', ',', 'anualmente', ',', 'governo', 'federal', 'área', 'enfrentamento', 'emergência', 'climática', '”', ',', 'ressaltou', 'secretário-executivo', 'MMA', ',', 'João', 'Paulo', 'Capobianco', '.', 'Criado', '2009', ',', 'Fundo', 'Clima', 'retomado', 'reformulado', '2023', 'após', 'quatro', 'anos', 'virtual', 'paralisação', '.', 'iniciativa', 'disponibiliza', 'recursos', 'duas', 'modalidades', ':', 'reembolsável', ',', 'gerida', 'BNDES', ',', 'não-reembolsável', ',', 'operada', 'MMA', '.', 'Fundo', 'torna', 'principais', 'instrumentos', 'financiamento', 'transformação', 'economia', 'brasileira', 'bases', 'sustentáveis', '.', 'taxas', 'financiamento', 'variam', '1', '%', 'ano', '(', 'florestas', 'nativas', 'recursos', 'hídricos', ')', '8', '%', '(', 'geração', 'energia', 'solar', 'eólica', ')', ',', 'conforme', 'definido', 'Conselho', 'Monetário', 'Nacional', ',', 'taxa', 'agente', 'financeiro', 'spread', 'risco', 'projeto', '.', 'reunião', 'desta', 'quarta-feira', 'aprovou', 'prestação', 'contas', 'operações', 'realizadas', '2023', '.', '27', 'operações', 'contratadas', ',', 'recursos', 'R', '$', '733', 'milhões', '.', 'projetos', 'R', '$', '1', 'bilhão', 'outras', 'fontes', '@', 'bndesgovbr', ',', 'aprovação', 'total', 'R', '$', '1,7', 'bilhão', '.', 'informações', 'gov.br/mma', '.']",['mmeioambiente'],['politica'],['financeiro'],['sim']
"['6ª', 'reunião', 'Assembleia', 'ONU', 'Meio', 'Ambiente', '(', 'Unea-6', ')', 'aprovou', 'série', 'medidas', 'reforçam', 'cooperação', 'multilateral', 'combate', 'mudança', 'clima', 'conservação', 'ambiental', '.', 'Representantes', '190', 'países', 'participaram', 'discussões', 'Nairóbi', ',', 'Quênia', ',', '26', 'fevereiro', '1', 'março', '.', 'delegação', 'brasileira', 'chefiada', 'secretário-executivo', 'MMA', ',', 'João', 'Paulo', 'Capobianco', ',', 'destacou', 'prioridade', 'agenda', 'socioambiental', 'climática', 'governo', 'federal', 'presidência', 'brasileira', 'G20', '.', 'debates', 'fóruns', 'Unea', 'G20', ',', 'afirmou', 'Capobianco', ',', 'ajudarão', 'país', 'construção', 'COP30', ',', 'conferência', 'clima', 'ONU', ',', 'realizada', 'Belém', '(', 'PA', ')', '2025', '.', 'criam', 'oportunidades', 'maior', 'integração', 'agendas', 'COPs', 'biodiversidade', ',', 'clima', 'combate', 'desertificação', '.', 'três', 'convenções', 'nascidas', 'Rio-92', 'reúnem-se', 'ano', 'Colômbia', ',', 'outubro', ';', 'Azerbaijão', ',', 'novembro', ';', 'Arábia', 'Saudita', ',', 'dezembro', '.', 'Brasil', 'copatrocinou', 'duas', 'resoluções', 'aprovadas', 'Unea', ',', 'promover', 'indústria', 'cana-de-açúcar', 'resiliente', ',', 'sustentável', 'menos', 'emissões', 'carbono', ',', 'qualidade', 'ar', '.', 'medida', 'encoraja', 'desenvolvimento', 'programas', 'nacionais', ',', 'criação', 'padrões', 'qualidade', 'mobilização', 'recursos', 'públicos', 'privados', 'combate', 'poluição', 'ar', ',', 'outras', 'medidas', '.', 'secretário', 'Meio', 'Ambiente', 'Urbano', 'Qualidade', 'Ambiental', 'MMA', ',', 'Adalberto', 'Maluf', ',', 'participou', 'reuniões', 'Nairóbi', ',', 'ressaltou', 'resolução', 'qualidade', 'ar', 'patrocinada', 'Brasil', 'traz', 'mecanismos', 'cooperação', 'internacional', ',', 'recursos', 'ampliar', 'rede', 'monitoramento', 'ações', 'redução', 'poluição', '.', '15', 'resoluções', 'consensos', 'sobre', 'gestão', 'metais', 'recursos', 'minerais', ',', 'químicos', 'resíduos', '.', 'decisões', 'sobre', 'temas', 'relacionados', 'assistência', 'ambiental', 'recuperação', 'áreas', 'impactadas', 'conflitos', 'armados', ',', 'gestão', 'recursos', 'hídricos', ',', 'recuperação', 'áreas', 'degradadas', 'combate', 'desertificação', '.', 'próxima', 'reunião', 'Assembleia', 'Meio', 'Ambiente', 'ONU', 'prevista', 'dezembro', '2025', ',', 'sob', 'presidência', 'Omã', '.', 'informações', 'gov.br/mma', '.']",['mmeioambiente'],['informativo'],['clima'],['sim']
"['14', 'março', ',', 'Dia', 'Nacional', 'Animais', '.', 'MMA', ',', '@', 'icmbio', '@', 'ibamagov', 'realizam', 'ações', 'acolhimento', 'destinação', 'animais', 'resgatados', ',', 'apreendidos', 'entregues', ',', 'fiscalizam', 'crimes', 'contra', 'fauna', 'elaboram', 'Planos', 'Ação', 'proteger', 'espécies', 'ameaçadas', 'extinção', '.', 'Cerca', '84', '%', '1.254', 'espécies', 'fauna', 'ameaçadas', 'extinção', 'Brasil', 'têm', 'ações', 'proteção', '.', '2023', 'destinados', 'recursos', 'castração', 'cães', 'gatos', ',', 'gera', 'benefícios', 'animais', 'domésticos', ',', 'fauna', 'silvestre', 'saúde', 'pública', '.', 'conjunto', 'outros', 'órgãos', ',', 'MMA', 'prepara', ',', '2024', ',', 'políticas', 'atendimento', 'animais', 'vítimas', 'desastres', ',', 'combate', 'crimes', 'contra', 'fauna', 'cadastramento', 'manejo', 'populacional', 'ético', 'cães', 'gatos', '.', '#', 'MMA', '#', 'meioambiente', '#', 'animal', '#', 'fauna']",['mmeioambiente'],['informativo'],['fauna'],['sim']
